EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Menu,Destination Word,,,Caregiver Response,Comments,
,346,DE,,,,,Book,,,,,Jen turned on camera and said Ellie touched all of these,
,347,DEG,,,,,Theme,,,,,Jen turned on camera and said Ellie touched all of these,
,348,DEFD,,,,,Seasonal,,,,,Jen turned on camera and said Ellie touched all of these,
,349,DEFDA,,,,,Back,,,,,,
,350,DEB,,,,,,Touch and feel,,,,Jen turned on camera and said Ellie touched all of these,
,351,DEFD,,,,,Seasonal,,,,,Jen turned on camera and said Ellie touched all of these,
,352,DEFDA,,,,,Back,,,,,,
,353,DEC,,,,,,Pop up,,,,Jen turned on camera and said Ellie touched all of these,
,354,DEFD,,,,,,Seasonal,,,,"Jen navigates back, navigates to paint app and says she'll be back, comes back, they do writing practice for rest of video",
TRUE,355,,,,,,,,,,,,
TRUE,356,,20231108_205738,,,,,,,,,[traing to get Ellie to go on the scale-no speech board in this one],
TRUE,357,,,,,,,,,,,,
,358,,20231109_095225,9:52 AM,,,,,,,,,
,359,I,,9m16 in,,,Descriptions and Preferences,,,,,Ellie touches back,
,360,IA,,,,,Back,,,,,,
,361,J,,,,,About me,,,,,,
,362,JE,,,,,Feeling,,,,I'm going to be sitting here and working this morning - do you guys want to go outside?,,
,363,JEG,,,,,,Afraid,,,,,
,364,JEGC,,,,,,I want to feel afraid,,,,,
,365,JEGH,,,,,,I will feel afraid,,,yeah-you want to come sit with me?,they go together,
TRUE,366,,,,,,,,,,,,
TRUE,367,,20231109-201118,evening,Ellie had turned on Balloon Pop during day,,,,,,,checked in on Isabelle - that was it,
TRUE,368,,,,,,,,,,,,
,369,J,20231109_202600,evening,Ellie had board up when Jen came in,,About Me,,,,"yeah, how are you, hi",,
,370,JD,,,,,Body,,,,,,
,371,JDB,,,,,,head,,,"yeah, how's your head today",,
,372,JDB,,,,,,head,,,"mmm hmm, how's your head",,
,373,JDB,,,,,,head,,,,,
,374,JDI,,,,,,I feel good,,,,fast touch - didn't fully voice,
,375,T2JDH,,,,,,back,,,"I feel good, back",,
,376,JDB,,,,,,head,,,yeah,,
,377,JDB,,,,,,head,,,,,
,378,JDI,,,,,,I feel good,,,,,
,379,JDJ,,,,,,ouch,,,,,
,380,T2JDH,,,,,,back,,,yeah,,
,381,T2JDH,,,,,,back,,,,,
,382,JDJ,,,,,,ouch,,,"yeah, you used to have an ouch, that's right",,
,383,JDJ,,,,,,ouch,,,,,
,384,JDI,,,,,,I feel good,,,,,
,385,JDB,,,,,,head,,,,,
,386,JDC,,,,,,tummy,,,"yeah, how's your head and tummy feeling",,
,387,JDB,,,,,,head,,,,,
,388,JDC,,,,,,tummy,,,,,
,389,JDJ,,,,,,ouch,,,yeah,,
,390,JDI,,,,,,I feel good,,,,,
,391,JDI,,,,,,I feel good,,,,,
,392,JDI,,,,,,I feel good,,,,,
,393,JDB,,,,,,head,,,,Ellie navigated back,
,394,JDA,,,,,Back,,,,,,
,395,D,,,,,To Play,,,,uh huh,,
,396,,,1:19,,,,Tracing and writing,,,let's do it,"Jen navigates out, they write for rest of video",
TRUE,397,,,,,,,,,,,,
TRUE,398,,20231109-205339,evening,"continuing writing practice for a while, Ellie keeps getting distracted so Jen pulls up speech board and presses Talk About, About Me, then brings it back to main screen for Ellie, she is still fidgety for a minute so Jen checks tummy and says ""you look like you are all done. Anything else?"" holds up speech board",,,,,,,,
,399,J,,12:58,,,About Me,,,,uh huh,,
,400,JC,,,,,Temperature,,,,uh huh,,
,401,JCD,,,,,Warm,,,,,,
,402,JCDC,,,,,,I want to feel warm,,,,,
,403,JCDB,,,,,,I feel warm,,,,Jen navigates back to main,
,404,I,,,,,Descriptions and preferences,,,,,,
,405,I,,,,,Descriptions and preferences,,,,,,
,406,IC,,,,,,Movement,,,,,
,407,ICD,,,,,,Jump,,,yeah? do you want to jump?,"puts her on her hand and does a little jump, then says ""I think we're going to call it""",
TRUE,408,,,,,,,,,,,,
TRUE,409,,20231111_195752,evening,"Jen's phone had died, Ellie had written on board a bunch of things",,,,,,,,
,410,J,,,,,About me,,,,,,
,411,JD,,,,,Body,,,,,,
,412,JDJ,,,,,,ouch,,,,,
,413,JDJ,,,,,,ouch,,,,,
,414,JDJ,,,,,,ouch,,,,,
,415,JDI,,,,,,I feel good,,,,,
,416,JDJ,,,,,,ouch,,,,,
,417,JDI,,,,,,I feel good,,,hi,,
,418,JDI,,,,,,I feel good,,,,,
,419,JDI,,,,,,I feel good,,,,Jen was moving tablet - these 2 happened quickly so not sure this is where she meant to go,
,420,T2JDH,,,,,,back,,,,Jen was moving tablet - these 2 happened quickly so not sure this is where she meant to go,
,421,JDI,,,,,,I feel good,,,,several NC touches on right of screen - talk about,
,422,T2JDH,,,,,,back,,,,,
,423,T2JDH,,,,,,back,,,,,
,424,JDJ,,,,,,ouch,,,I'm sorry,Jen navigates back,
,425,J,,,,tell me some more,About me,,,,,,
,426,JC,,,,,Temperature,,,,,,
,427,JCE,,,,,Cool,,,,,,
,428,JCED,,,,,,like,,,yeah,did you hear the air conditioner come on,
,429,JCEC,,,,"yeah, can I get you anything else? go for it",,I want to feel cool,,,I'm glad to hear it,Jen navigates back to main,
,430,I,,,,,Descriptions and preferences,,,,uh huh,[looked like she tried about me first - slid next to it],
TRUE,431,T2PREFS,,,,"great work, Ellie, I'm proud of you",Preferences,,,,"uh huh, I know, I haven't done that yet",submenu not developed beyond this one-Jen navigates back,
,432,IC,,,,,Movement,,,,,,
,433,ICD,,,,,,jump,,,jump?,"Jen jumps, Ellie bounces",
,434,ICH,,,,,,walk,,,okay,Jen walks,
,435,ICM,,,,,,Mom,,,,,
,436,ICM,,,,,,Mom,,,,,
,437,ICM,,,,,,Mom,,,uh huh,,
TRUE,438,,,,,go for it what's up,,,,,,do you want to go wtih me? walk walk walk (takes Ellie with her),
TRUE,439,,,,,,,,,,,,
TRUE,440,,20231111_204235,evening,Ellie had touched these three things before video started,,,,,,,,
,441,D,,,,,To play,,,,,,
,442,DA,,,,,Back,,,,,,
,443,A,,,,,Talk about,,,,,Ellie climbed down ,
TRUE,444,,,,,,,,,,,,
TRUE,445,,20231112_212643,evening,Ellie had touched these things before video started (Jen came in after the two winds),,,,,,,,
,446,J,,,,,About me,,,,,,
,447,JA,,,,,Back,,,,,,
,448,J,,,,,About me,,,,,,
,449,JC,,,,,Temperature,,,,,,
,450,JCI,,,,,,Cloud,,,,,
,451,JCI,,,,,,Cloud,,,,,
,452,JCH,,,,,,Wind,,,,,
,453,JCI,,,,,,Cloud,,,,,
,454,JCH,,,,,,Wind,,,,,
,455,JCH,,,,,,Wind,,,yeah - it did rain this afternoon,"Jen said it did rain today - this is where Jen came in, restarted video, and navigated back to main",
,456,J,,1:15,,,About me,,,,"yeah, how are you","(some NC touches, Jen moves tablet closer)",
,457,JE,,,,,Feeling,,,,,,
,458,JED,,,,,Mad,,,,"I know, I'm sorry",,
,459,JEDG,,,,,,I felt mad,,,"Yeah, did you feel mad, I felt sad, mom was really busy, and I felt really sad I couldn't get here, but I think it will be better...today was the last day we'll be really busy for a long time",Ellie touches tablet with foot after eating part of a treat (maybe sweet potato) and dropping the rest,
,460,JEDC,,,,,,I want to feel mad,,,,,
,461,JEDC,,,,,,I want to feel mad ,,,,,
,462,JEDC,,,,,,I want to feel mad,,,,,
,463,JEDC,,,,,,I want to feel mad,,,I can understand that Ellie. Good job. Thank you for sharing,Jen navigates back,
,464,E,,,,What do you think? What's next,To say hello to,,,,,,
TRUE,465,T2EI,,,,,,Cassie,,,,,
TRUE,466,T2EI,,,,,,Cassie,,,Do you want to call Casie? it might be a little bit late for her,,
,467,EB,,,,,,Mom,,,,,
,468,EB,,,,,,Mom,,,let me message her - I'll just ask her if she's still awake,,
,469,I,,,,are you coming? (taps stand in front of tablet) Come on Ellie. How are you. Hi,Descriptions and preferences,,,,,,
TRUE,470,T2PREFS,,,,,Preferences,,,,yeah I haven't built that out yet. I have to figure that one out. I have some ideas...,Ellie climbs down - Jen doing some other things too,
,471,E,,,,come on Ellie - you are doing great (puts her back) good job,To say hello to,,,,mmm hmm-good job Ellie,,
TRUE,472,T2EI,,,,,,Cassie,,,"she's asleep, cassie is sleeping right now but maybe tomorrow we can talk to her",Jen navigates back to main and To Play,
,473,DC,,,,,,Tracing and writing,,,yay let's do it - let's go back here and practice c and b,"Rest of video is tracing, writing, & play",
TRUE,474,,,,,,,,,,,,
,475,J,20231113_120849,day,before video - Jen lists the string of touches,,About me,,,,,,
,476,JC,,,,,Temperature,,,,,,
,477,JCB,,,,,Hot,,,,,,
,478,JCBI,,,,,,Hot outside,,,,,
,479,JCBI,,,,,,Hot outside,,,,,
,480,JCBI,,,,,,Hot outside,,,,,
,481,JCBI,,,,,,Hot outside,,,,,
,482,JCBI,,,,,,Hot outside,,,,,
,483,JCBC,,,,,,I feel hot,,,,,
,484,JCBI,,,,,,Hot outside,,,,,
,485,JCBI,,,,,,Hot outside,,,,,
,486,JCBC,,,,,,I feel hot,,,,,
,487,JCBC,,,,,,I feel hot,,,,,
,488,JCBC,,,,,,I feel hot,,,,,
,489,JCBI,,,,,,Hot outside,,,,,
,490,JCBI,,,,,,Hot outside,,,,,
,491,JCBI,,,,,,Hot outside,,,,,
,492,JCBI,,,,,,Hot outside,,,,,
,493,JCBI,,,,,,Hot outside,,,,,
,494,JCBI,,,,,,Hot outside,,,,,
,495,JCBC,,,,,,I feel hot,,,,,
,496,JCBI,,,,,,Hot outside,,,,,
,497,JCBI,,,,,,Hot outside,,,,,
,498,JCBD,,,,,,I want to feel hot,,,,,
,499,JCBD,,,,,,I want to feel hot,,,,This was the end of the string from earlier in the day that Jen read to camera-left again,
,500,H,,,Jen came back in and she had pressed this next string,,Memory and time,,,,,,
,501,HC,,,,,,Remember,,,,,
,502,HCG,,,,,,Talk about feelings,,,,,
,503,HCF,,,,,,Chris,,,,,
,504,HCF,,,,,,Chris,,,,,
,505,HCG,,,,,,Talk about feelings,,,,,
,506,HCG,,,,,,Talk about feelings,,,,this was the end of the string from just before the video started,
,507,HCG,,,left the same menu open,"okay, are you ready to get started? hello",,Talk about feelings,,,"hi, let's go to your feelings",Jen navigates back to feelings,
,508,JEB,,,,"How are you feeling? would you like some warm tea? (Ellie drinks some)-much time passes, Jen moves tablet closer-How are you today? (nothing from E) here Ellie, gives healthy treats, Ellie moves & gestures that she wants the other treats (LOL), Jen gives real treats",,Happy,,,(laughter),,
,509,JEBC,,,,,,I feel happy,,,oh you're so sweet ,nc happy with treat in mouth,
,510,JEBC,,,,,,I feel happy,,,,,
,511,JEBC,,,,,,I feel happy,,,I'm so happy to hear it,,
,512,JEBC,,,,,,I feel happy,,,,,
,513,JEBC,,,,,,I feel happy,,,,,
,514,JEBD,,,,,,I want to feel happy,,,,,
,515,JEBC,,,,,,I feel happy,,,,,
,516,JEBG,,,,,,I felt happy,,,I'm glad,Jen navigates back,
,517,J,,,,,About me,,,,uh huh,,
,518,JD,,,,,Body,,,,,,
,519,JDC,,,,,,Tummy,,,yeah,,
,520,JDI,,,,How's your tummy,,I feel good,,,,,
,521,JDJ,,,,,,ouch,,,you feel good and you have an ouch,,
,522,JDI,,,,,,I feel good,,,,,
,523,JDI,,,,,,I feel good,,,,,
,524,JDI,,,,,,I feel good,,,yeah,rapid,
,525,JDI,,,,,,I feel good,,,,,
,526,JDJ,,,,,,ouch,,,,,
,527,JDJ,,,,,,ouch,,,,,
,528,JDI,,,,,,I feel good,,,uh huh do you want to talk some more about your ouch or do you want to do something else? Sounds like you are feeling okay but...,,
,529,JDC,,,,,,Tummy,,,,,
,530,JDI,,,,,,I feel good,,,your tummy feels okay?,,
,531,JDJ,,,,,,ouch,,,,,
,532,JDJ,,,,,,ouch,,,do you have a little tummy ouch? awww,,
,533,JDI,,,,,,I feel good,,,,,
,534,JDI,,,,,,I feel good,,,,,
,535,T2JDH,,,,,,back,,,,,
,536,JDI,,,,,,I feel good,,,uh huh,,
,537,JDI,,,,,,I feel good,,,,,
,538,JDI,,,,,,I feel good,,,,,
,539,JDJ,,,,,,ouch,,,,,
,540,JDI,,,,,,I feel good,,,I'm glad to hear it thank you,,
,541,JDJ,,,,,,ouch,,,,Jen navigates back to yes and no,
,542,AGC,,,,Do you wanna talk about your ouch,,no,,,,,
,543,AGB,,,,Do you feel okay? Does your body feel okay,,yes,,,,,
,544,AGB,,,,was your ouch in the past - did you have a past ouch? I feel like it's important that she says she had a past ouch. Did you have a past ouch?,,yes,,,Thank you,Jen navigates back to main,
,545,D,,,,,To play,,,,,,
,546,DB,,,,,,snuggle,,,,,
,547,DB,,,,,,snuggle,,,yeah,,
,548,DJ,,,,,,cards,,,uh huh-oh you wanna play some cards? We can do that. Do you hear an outside bird?,(Ellie looking out window - bird sounds outside),
,549,DB,,,,,,snuggle,,,,,
,550,DC,,,,,,tracing and writing,,,,"Ellie navigates back, video ends",
,551,DA,,,,,Back,,,,,,
TRUE,552,,,,,,,,,,,,
,553,DB,20231113_121650,day,Jen lists the things she pressed pre-video,,,snuggle,,,,Ellie navigates back,
,554,DA,,,,,Back,,,,,,
,555,D,,,,,To play,,,,,,
,556,DB,,,,,,snuggle,,,,,
,557,DG,,,,,,typing,,,,,
TRUE,558,DELETE,,,,,,C,,,,,
TRUE,559,DELETE,,,,,,C,,,,,
TRUE,560,DELETE,,,,,,F,,,,,
TRUE,561,DELETE,,,,,,F,,,,this is where video starts,
TRUE,562,DELETE,,,,,,F,,,Do you want to do typing or do you want to do,,
TRUE,563,DELETE,,,,,,P,,,to do writing,,
TRUE,564,DELETE,,,,,,B,,,,,
TRUE,565,DELETE,,,,,,A,,,okay do you want that or do you want to do some writing? Which one do you want?,"Jen holds up 2nd tablet and offers choice - she picks the 2nd one with writing on paint, Jen enables that on first one, she writes for a while, Jen navigates back to main",
,566,I,,25:45:00,Jen brings the speech board back,What's next,Descriptions and preferences,,,,uh huh,,
TRUE,567,T2PREFS,,,,,Preferences,,,,"I know it's not done yet, I don't know what to do with that one, I forgot",,
,568,IC,,,,Go for it,,movement,,,uh huh,,
,569,ICK,,,,,,like,,,yeah,,
,570,ICK,,,,Go for it,,like,,,uh huh,keep going,
,571,ICP,,,,,,Isabelle,,,awww,,
,572,ICP,,,,,,Isabelle,,,uh huh,,
,573,ICH,,,,Go for it,,walk,,,"uh huh, what's next, push harder (NCs) - all done?",several NC moms,
TRUE,574,,,,,,,,,,,,
,575,D,20231114_102137,morning,Last night after Jen left Ellie touched these,,To play,,,,,,
,576,DB,,,,,,Snuggle,,,,,
,577,DB,,,,,,Snuggle,,,,,
,578,DH,,,,,,Leaf wrestle,,,,,
,579,H,,,This morning before video started Ellie pressed this,,,Memory and time,,,,"Ellie closed it and went to the number game, video starts here - plays number game and around the 12 minute mark Jen opens speech board",
,580,J,,12:23,,Good morning. How are you?,About me,,,,,,
,581,JE,,,,,Feeling,,,,,,
,582,JEC,,,,,Excited,,,,I'm so glad,some NC touches,
,583,JECD,,,,Hi,,I want to feel excited,,,Super,,
,584,JECB,,,,,,I feel excited,,,Awesome,Jen navigates back,
,585,D,,,,Keep going,To play,,,,,,
,586,DC,,,,,,Tracing and writing,,,Do you want to do some writing,,
,587,DB,,,,,,Snuggle,,,,,
,588,DC,,,,,,Tracing and writing,,,,,
,589,DB,,,,,,Snuggle,,,,"They do tracing, writing in paint, numbers, more writing",
TRUE,590,,,,,,,,,,,,
,591,J,20231115_103147,morning,"Jen lists the touches that happened pre-video, it is currently raining outside and has been raining for days",,About me,,,,,,
,592,JC,,,,,Temperature,,,,,,
,593,JCI,,,,,,Cloud,,,,,
,594,JCH,,,,,,Wind,,,,,
,595,JCB,,,,,,Hot,,,,Jen navigated back menu and said she thinks it's cool,
,596,JCEI,,,,,,Cool outside,,,,Jen navigated back,
,597,J,,,,,About me,,,,,,
,598,JC,,,,,Temperature,,,,,,
,599,JCJ,,,,,,Rain ,,,,"(NC per Jen) This is the beginning of the video, Jen puts phone down to record but is out of screen with Issie",
,600,JCB,,,,,,Hot,,,"Yeah, what do you think Ellie, you said hot earlier",,
TRUE,601,,,,,,,,,,,,
,602,J,20231116_111726,day,"Messenger app was open, had been saying yesterday, day before, wind, and they have had lots of wind gusts, things are blown down, schools closed due to wind storm",Hi,About me,,,,,,
,603,JE,,,,,Feeling,,,,,,
,604,JDI,,,,,,I feel good,,,"yeah, are you feeling good",,
,605,JDI,,,,,,I feel good,,,"I'm so glad to hear it, Ellie",,
,606,JDJ,,,,,,Ouch,,,You did have an ouch,,
,607,JDJ,,,,,,Ouch,,,yeah,,
,608,JDJ,,,,,,Ouch,,,,"(NC I feel good, ouch)",
,609,JDI,,,,,,I feel good,,,,,
,610,T2DH,,,,,,Back,,,"Yeah, you used to have an ouch",,
,611,JDI,,,,,,I feel good,,,,,
,612,JDI,,,,,,I feel good,,,"Yeah, do you want to talk about what kind of ouch you had?",Jen navigates to types of ouch,
TRUE,613,,,,,What kind of ouch did you have,,,,,,"NC past, C Inside ouch while tablet moving, Jen said does not count because she was moving the tablet",
,614,JDRC,,,,,,Outside ouch,,,,,
,615,JDRB,,,,,,Inside ouch,,,yeah,,
,616,JDRD,,,,What kind of ouch,,Bone ouch,,,,,
,617,JDRD,,,,,,Bone ouch,,,,,
,618,JDRD,,,,,,Bone ouch,,,"yeah, outside ouch, bone ouch",,
,619,JDRD,,,,,,Bone ouch,,,,,
,620,JDRE,,,,,,Sick ouch,,,,,
,621,JDRC,,,,,,Outside ouch,,,"Outside ouch, bone ouch",,
,622,JDRD,,,,,,Bone ouch,,,,,
,623,JDRC,,,,,,Outside ouch,,,"yeah, outside ouch, bone ouch, mmm hmm, great job",,
,624,JDRD,,,,,,Bone ouch,,,"yep, exactly, good job",,
,625,JDRB,,,,,,Inside ouch,,,,,
,626,JDRD,,,,,,Bone ouch,,,,,
,627,JDRE,,,,,,Sick ouch,,,,,
,628,JDRF,,,,,,What type of ouch,,,(laughs),,
,629,JDRB,,,,,,Inside ouch,,,"what kind of ouch... you had an outside ouch, outside ouch, outside ouch",,
,630,JDRC,,,,Where's outside ouch,,Outside ouch,,,,,
,631,JDRB,,,,,,Inside ouch,,,"Outside ouch, you had a bone ouch",,
,632,JDRE,,,,,,Sick ouch,,,,,
,633,JDRD,,,,,,Bone ouch,,,"Yeah, bone ouch great job",,
,634,JDRC,,,,,,Outside ouch,,,,Jen navigates back and opens yes/no menu,
,635,AGB,,,,,,Yes,,,,,
,636,AGB,,,,,,Yes,,,,,
,637,AGB,,,,Did you have an ouch before in the past,,Yes,,,,,
,638,AGB,,,,,,Yes,,,,,
,639,AGC,,,,But do you have an ouch today,,No,,,"okay, thank you for letting us know",,
,640,AGB,,,,Did the ouch scare you,,Yes,,,,,
,641,AGC,,,,Did you feel afraid about the ouch,,No,,,,,
,642,AGC,,,,,,No,,,,,
,643,AGB,,,,,,Yes,,,,,
,644,AGC,,,,"Do you feel afraid about the ouch today, did the ouch make you feel afraid today",,No,,,,,
,645,AGC,,,,Do you like to talk about the ouch,,No,,,,,
,646,AGB,,,,,,Yes,,,"Yeah, I appreciate that",,
,647,AGB,,,,Do you like to talk about the ouch,,Yes,,,Yeah ,,
,648,AGA,,,Ellie navigated back,,Back,,,,,,
,649,D,,,,Do you feel afraid about the ouch,To play,,,,,,
,650,DC,,,,,,Tracing and writing,,,"Tracing and writing, okay",,
,651,DB,,,,,,Snuggle,,,"Okay, I'll be right there, let's do it",,
,652,DB,,,,,,Snuggle,,,"Tracing and writing, let's go",,
TRUE,653,,,,,,,,,,,,
,654,J,20231118_182038,evening,"Grandma (Jen's Mom) is here and Ellie gestured on Jen's face that she wanted to talk, and she picked About me",,About me,,,,,,
,655,JD,,,,,Body,,,,,,
,656,JDI,,,,,,I feel good,,,"Are you feeling good today, I'm glad to hear it",,
,657,JDJ,,,,What's going on?,,Ouch,,,You used to have an ouch,,
,658,JDJ,,,,,,Ouch,,,,,
,659,T2JDH,,,,,,Back,,,"Yeah, back, in the past, in the past you had an ouch",,
,660,JDJ,,,,,,Ouch,,,,,
,661,JDI,,,,,,I feel good,,,,,
,662,JDI,,,,,,I feel good,,,"Yeah, but you feel good now, I'm glad to hear it",,
,663,JDL,,,,,,Medicine,,,"Yeah, did you want a treat syringe, or what kind of medicine do you want",,
,664,JDLD,,,,"Do you want the treat syringe with peanut butter, or do you want some pain medicine, yeah, what kind of medicine are you thinking?",,Sick ouch antibiotics,,,You want to try the antibiotics? You don't like the taste of them but you can try them,"Jen explains to her mom, I think she sees treats in my hand in the picture and she thinks she gets a treat, Jen navigates out of speech board, takes a new picture of the antibiotics bottle, replaces it, and navigates back to the main menu",
,665,J,,,,,About me,,,,yeah,NC Temperature x3,
,666,JE,,,,"uh huh, go for it, what's up",Feeling,,,,uh huh,chose feelings after another NC temperature,
,667,JEK,,,,,,No like,,,"you don't like Isabelle over there, is Isabelle with Grandma",,
,668,JEG,,,,,,Afraid,,,"She might get a little bit bitey when she's over there sometimes, yeah, she might bite you, but we can stay over here. It's okay, she's a little afraid of you too. Oh is Isabelle coming over, Isabelle is on the ground coming closer, what do you think","Jen navigates back, moves Issie back to Gma, Ellie climbs down, Jen brings her back with a seedball and moves her stand. Ellie ready for time with Gma",
